f0,f1,f2,f3,f4,f5,f6,f7,y,idx
-2.839924,3.076232,-0.049592,0.006581,-0.021413,0.037164,-0.004491,0.000485,1,2523
4.179896,3.406320,0.037883,0.026746,0.010768,-0.055479,-0.010136,0.046368,2,2524
-1.780559,-4.355006,-0.042228,-0.022366,0.002527,0.003656,0.044243,0.029028,1,2525
2.739749,3.509264,-0.036468,-0.061327,0.035879,0.018743,-0.013713,0.029412,3,2526
2.083558,0.100566,-0.007899,-0.018010,-0.027562,0.003214,0.037972,0.047561,3,2527
3.691540,-2.482439,-0.024349,0.031180,0.009633,-0.046127,-0.002602,-0.019202,2,2528
-2.007989,-4.027284,-0.016176,0.016161,-0.015634,-0.026610,0.031507,-0.012485,1,2529
2.545761,3.882420,-0.020028,-0.010559,-0.000542,0.025332,-0.019356,-0.012162,3,2530
-3.556550,2.816739,-0.000068,-0.033277,-0.007653,-0.059002,-0.012721,-0.016501,0,2531
2.909822,3.263292,-0.044384,-0.023894,0.085592,0.007671,-0.019820,0.065585,3,2532
1.854330,5.814177,-0.019462,0.010212,-0.016955,0.018476,0.007408,0.020153,2,2533
0.137171,-2.086530,-0.026885,0.038330,-0.009041,-0.012586,0.037672,0.017967,3,2534
-3.104485,-3.096061,0.059728,-0.035017,-0.030913,-0.045565,-0.031490,-0.022147,3,2535
1.959550,-3.574502,-0.005231,0.036659,0.044809,-0.005390,0.008359,0.004663,2,2536
-0.090283,-3.378936,0.033634,0.053093,-0.008152,0.005264,0.057262,0.011120,2,2537
-0.101919,-5.027335,-0.037918,-0.031302,0.001061,0.004934,0.001329,0.032881,1,2538
-2.757234,3.220042,-0.005433,-0.047959,-0.009861,-0.051437,0.040797,0.000760,0,2539
2.784456,3.503252,0.030356,-0.046178,-0.022119,0.052692,-0.001403,0.001511,3,2540
-3.318041,2.944528,-0.030942,-0.014372,-0.029316,0.006325,0.026781,-0.020323,0,2541
3.559577,-2.690576,0.031035,0.027396,0.003636,0.005645,-0.028909,-0.014298,2,2542
3.557048,4.188213,-0.037962,0.020820,0.025979,0.032891,0.006589,-0.009959,1,2543
-3.943138,2.500352,0.008394,0.016996,-0.036178,-0.003828,0.053887,0.049585,0,2544
-2.587872,7.953931,-0.026014,0.030537,0.019444,0.018089,0.000989,-0.015433,2,2545
2.050539,1.446194,0.020280,0.023193,-0.009045,-0.003413,-0.021191,-0.010803,0,2546
-8.245742,-6.528740,0.001810,-0.025733,-0.020896,0.013542,-0.031190,-0.025164,0,2547
0.832794,2.698314,-0.028783,0.024900,-0.020805,-0.000109,0.007572,-0.020487,0,2548
-3.384359,4.920287,-0.066310,-0.039427,-0.047643,-0.001830,-0.006632,0.032225,3,2549
2.697826,3.598237,-0.003323,-0.013386,-0.046868,0.033202,-0.012234,0.001949,3,2550
-0.412808,-5.068276,0.022355,-0.005280,0.053358,0.001369,0.007496,0.017665,3,2551
4.281404,-1.949388,0.011297,-0.036981,0.039552,0.026498,-0.013392,-0.048367,2,2552
-4.275784,1.735352,0.035157,0.026041,-0.059280,0.005017,0.008841,-0.075946,0,2553
4.352124,2.953851,-0.034625,-0.004130,-0.019128,-0.036592,0.000432,-0.011764,3,2554
4.629289,-1.376233,0.015863,-0.056475,0.007499,-0.024009,-0.005428,-0.044805,2,2555
0.172217,-2.136465,0.001611,0.005931,-0.019396,0.009950,-0.001660,-0.002945,3,2556
-1.716174,2.636985,-0.014387,0.016311,0.009209,-0.009478,0.003430,0.081956,1,2557
-1.090479,-6.324715,0.013916,-0.015646,0.000767,0.075541,0.028034,-0.020548,0,2558
-2.332882,-0.489284,-0.015135,0.018599,0.014959,0.004185,0.021954,0.024592,1,2559
-0.377107,-3.435483,-0.009117,0.004092,0.016063,0.015549,0.011299,0.038930,2,2560
-5.440534,3.047601,-0.022513,-0.033508,-0.007367,-0.000421,-0.017222,0.041617,3,2561
-5.109932,-1.674978,0.011195,-0.007515,0.022219,-0.019069,-0.035430,0.011908,1,2562
-6.777587,0.056713,-0.002666,0.004422,-0.004034,-0.033562,-0.040567,0.022868,3,2563
-3.272458,-4.999807,0.016676,-0.007764,-0.003685,0.034513,0.034113,-0.002399,0,2564
7.279562,-4.352562,-0.058682,-0.014819,0.014250,0.052472,-0.019336,0.016049,0,2565
3.282788,2.723906,0.001476,0.010109,-0.005127,-0.057944,-0.025499,0.030574,3,2566
-1.659102,2.590653,0.002339,0.059491,0.013391,-0.014397,-0.036070,0.015107,1,2567
2.202127,4.327642,0.027897,-0.039555,-0.015311,0.025896,0.013233,-0.004136,3,2568
4.821234,-0.382917,0.032249,0.005619,0.026774,0.018226,-0.014337,0.011868,2,2569
1.725715,5.707266,-0.012882,-0.023690,-0.033751,-0.012357,-0.067994,0.037497,2,2570
3.472705,4.060686,0.029769,-0.016172,0.025810,0.002449,0.023025,-0.023967,1,2571
-1.824724,2.882034,0.003394,-0.032566,-0.004545,0.041913,-0.006940,-0.032071,0,2572
-0.886117,5.931909,0.025020,0.014084,-0.001878,0.003347,0.037599,0.011580,3,2573
-0.200142,-3.363997,0.021873,0.028972,0.011484,0.002842,0.026623,-0.025412,2,2574
2.222242,5.265117,0.051371,0.001302,-0.046737,-0.011161,0.007896,-0.021161,2,2575
2.514052,4.910592,-0.069835,-0.021604,0.013454,-0.057526,0.022346,-0.010720,2,2576
-0.065053,1.840903,0.031012,0.021276,0.019295,-0.024769,0.068990,-0.012988,1,2577
-2.927625,3.085786,-0.002649,0.036694,0.048728,-0.006759,-0.028580,-0.003065,0,2578
3.330747,2.719426,-0.051665,-0.020612,-0.016611,0.042643,0.057134,0.028152,3,2579
4.451561,-4.287564,0.021816,-0.025632,-0.018891,0.041495,-0.024171,-0.019473,1,2580
2.174495,4.748373,-0.011950,0.013916,0.003834,-0.011159,0.039752,0.041160,3,2581
0.342393,-1.928392,-0.029575,-0.012137,0.029843,-0.022888,-0.020384,0.077599,3,2582
-2.685087,-5.554574,0.025491,0.014363,0.032523,0.024308,-0.003000,-0.055394,1,2583
1.328449,-5.334232,0.019955,0.002730,-0.007679,-0.016493,-0.005779,0.022776,1,2584
5.990172,-2.458755,0.020108,-0.012529,0.020258,-0.015649,0.011019,0.036847,1,2585
-3.594540,0.935521,-0.002956,-0.019387,-0.005004,0.000416,0.046125,0.039098,1,2586
-2.528654,3.094989,-0.047076,0.025097,0.036466,0.028246,0.019297,-0.016371,0,2587
-0.604666,2.204079,0.051765,-0.055005,-0.020702,0.020570,0.006392,0.039972,2,2588
0.894355,-2.228334,0.067382,-0.007508,0.001031,0.017789,0.023916,-0.025535,0,2589
-1.654514,2.486244,0.007553,0.008583,-0.018804,0.004585,-0.046017,0.015666,1,2590
-2.398549,2.955793,-0.013259,-0.005135,0.011559,-0.046132,-0.006214,0.001322,3,2591
3.135452,-3.001554,-0.020011,0.023954,0.005721,0.026478,0.022659,0.000359,2,2592
-1.903743,-0.315913,0.001550,0.013460,-0.010672,0.000727,-0.019757,0.004801,2,2593
-3.196834,-2.933584,0.029502,-0.036810,-0.005751,-0.009037,0.039117,-0.009249,1,2594
1.992441,1.106408,0.059469,-0.000726,0.022569,-0.002094,-0.029096,-0.026043,0,2595
-0.099472,-5.048876,-0.020528,-0.027333,-0.003074,-0.036008,0.023818,-0.005737,1,2596
-0.139875,-5.174944,0.029886,0.025559,-0.061355,-0.020374,0.002463,-0.030988,1,2597
-2.072202,-4.218426,-0.027799,0.039765,0.010814,0.042226,0.010962,-0.000331,1,2598
-7.305810,0.573924,0.031903,0.019861,-0.042544,0.039949,0.018057,-0.000551,1,2599
2.101056,1.121693,0.030296,-0.025203,0.065251,-0.037489,0.045822,-0.040013,0,2600
6.322507,-1.576760,0.055863,0.008627,-0.067489,0.029035,0.042601,0.011011,3,2601
1.703586,5.772061,-0.019077,0.005713,0.040880,-0.030065,-0.036051,-0.045109,1,2602
3.626153,4.094500,-0.042867,-0.009763,-0.014811,0.026479,0.002246,0.028559,2,2603
3.891828,-2.358838,-0.054328,-0.022940,-0.012592,-0.051304,0.015747,0.023827,2,2604
-0.660197,-2.992315,-0.010652,-0.024862,-0.026317,-0.013858,-0.001980,-0.026859,2,2605
1.193421,5.326435,0.002149,0.005786,0.027142,0.019265,-0.030825,0.033216,3,2606
1.310388,-6.799799,0.002568,-0.002468,-0.032734,-0.009551,-0.014196,0.011220,0,2607
-5.206937,-1.631420,0.009068,-0.008854,0.027129,-0.027203,-0.010237,0.037451,0,2608
-4.143558,2.080371,-0.026631,0.010424,0.029794,0.015070,0.010481,0.036218,0,2609
-1.781766,-4.325284,0.003478,0.028549,-0.013385,0.036695,0.039300,0.031177,1,2610
2.157516,4.665949,0.021549,0.016322,0.004657,-0.009734,0.028899,0.032667,3,2611
-3.491312,-2.525624,-0.070733,-0.001122,0.005105,-0.021669,-0.012035,-0.011123,1,2612
-1.868830,-4.319571,-0.082035,-0.017054,0.015253,-0.015532,-0.022314,0.018951,1,2613
-3.540934,-2.389073,0.047253,0.018440,0.022840,-0.020089,-0.065594,0.034260,1,2614
-3.858639,2.361026,-0.045547,0.011905,0.008525,-0.032052,0.025525,0.005789,0,2615
-2.070940,-2.109934,0.011558,0.023985,-0.002612,0.040913,-0.008137,-0.027151,2,2616
4.217836,-4.135313,-0.017920,0.032883,0.006492,0.038505,0.025331,-0.064383,1,2617
3.718845,0.204267,0.057503,0.000683,0.029083,0.028981,0.013211,0.026665,0,2618
-3.631130,2.616143,-0.001277,-0.035365,0.007676,0.013286,0.064434,0.028339,0,2619
-4.664621,1.373245,-0.015522,-0.009978,-0.007047,-0.027768,-0.001263,-0.031020,0,2620
3.377922,1.416771,-0.004350,0.031874,0.025316,0.031628,0.013362,-0.029318,0,2621
2.244644,-8.559809,-0.013066,0.047069,-0.042116,-0.049118,-0.028643,0.019732,2,2622
-1.625218,-2.430870,-0.000300,-0.022258,0.043786,0.021864,0.011582,-0.044484,2,2623
-4.061878,-0.236107,-0.036644,0.012686,0.027485,0.018139,-0.062722,-0.029297,3,2624
-3.170570,-2.905387,0.043172,-0.046037,-0.022563,-0.020313,0.025562,0.012636,1,2625
-7.850647,-1.987327,0.005012,-0.014561,-0.038535,-0.025096,0.050642,0.004994,0,2626
2.287613,4.154467,-0.007802,0.030901,0.049250,-0.028768,-0.037017,0.019485,3,2627
-2.799042,-5.429346,-0.018080,0.006667,0.017876,-0.002268,0.028144,0.001075,0,2628
-2.406630,2.899193,0.051206,-0.010771,-0.023537,-0.041189,0.012583,-0.012043,0,2629
6.760344,0.661031,0.024810,-0.011155,-0.008874,0.001770,-0.041908,-0.020790,1,2630
-2.008668,-4.318492,-0.015336,-0.048562,-0.004010,-0.003079,-0.010748,0.014987,1,2631
-5.106304,0.544700,0.060642,0.008235,0.035564,-0.005089,0.049903,-0.041877,0,2632
6.787396,0.425304,-0.032544,0.008850,0.017867,0.036516,-0.000036,0.033323,1,2633
0.742379,-2.218501,-0.021508,0.012929,0.002221,-0.007545,0.009906,0.008316,0,2634
-3.379172,-2.688908,-0.001344,0.064562,-0.003252,0.024242,0.072100,0.023452,1,2635
0.138703,-2.001705,-0.023496,0.005252,0.014883,-0.024697,-0.027192,-0.042273,3,2636
-3.799367,-4.662304,-0.006400,0.054332,0.017000,-0.010111,0.020530,-0.028149,0,2637
1.096880,-2.071355,-0.047308,0.049041,-0.036711,0.017101,0.015203,0.001573,3,2638
-4.163799,1.924090,-0.002901,-0.001448,0.000952,0.020552,0.020961,0.025565,0,2639
-3.115691,2.979288,0.004996,0.050845,-0.000469,0.013831,0.003350,0.024855,3,2640
3.551244,-0.272885,0.061199,-0.009046,0.033844,-0.017285,0.044527,0.015540,2,2641
-6.421343,0.622342,0.025420,-0.038994,-0.034309,-0.026671,-0.025077,0.016515,3,2642
4.130557,-2.246613,-0.011659,-0.004319,-0.012743,-0.037639,0.006480,-0.034099,2,2643
-2.479353,2.452657,0.051802,0.020504,0.032207,0.028980,0.035499,-0.007857,1,2644
-4.604194,4.093704,-0.029563,0.017161,-0.017299,0.001187,0.031884,-0.059022,3,2645
2.948033,2.776163,0.020984,0.030148,0.020540,0.011805,0.032015,-0.028821,3,2646
-4.644054,-3.387090,-0.022332,0.004533,-0.020301,-0.005545,0.011969,-0.013754,0,2647
1.868506,5.538464,0.007826,0.039785,0.050139,0.015623,-0.007537,-0.034243,2,2648
-2.323443,2.967798,0.017292,-0.075987,-0.070274,0.047409,-0.015545,0.011592,0,2649
5.019761,0.568840,0.065157,-0.020975,0.026493,0.056351,-0.033669,0.020678,2,2650
2.101892,4.276381,-0.004662,0.019652,0.001670,-0.004757,-0.002491,-0.042327,0,2651
3.736734,1.265105,-0.004503,0.027795,0.045906,-0.016894,0.015601,-0.017552,3,2652
2.814489,3.522259,-0.013398,0.018293,-0.094789,-0.009561,-0.052292,0.011882,3,2653
3.100264,3.264545,-0.014994,-0.003415,-0.046386,-0.052738,0.018082,-0.046490,3,2654
-1.678399,-6.307356,0.005180,-0.010325,-0.019563,-0.027329,-0.027614,-0.051204,0,2655
3.381227,-4.464777,-0.003280,-0.033426,0.014669,0.008158,-0.019569,-0.002724,3,2656
-6.550549,0.801029,0.030084,-0.036448,0.007801,0.002283,0.001162,-0.004666,3,2657
3.557895,1.811455,0.013234,0.030198,-0.026467,-0.054649,0.015032,0.000558,3,2658
-4.036491,2.448584,0.034376,-0.016848,-0.028340,0.008569,-0.017787,0.005602,0,2659
-5.178864,-2.091920,-0.015448,-0.026968,0.022774,-0.055129,0.001786,-0.017573,0,2660
-3.308194,-2.959347,-0.017916,-0.020776,0.024127,-0.003997,-0.033020,-0.014728,1,2661
1.202628,-5.262637,0.012567,-0.040871,-0.037459,0.006528,0.062876,0.023180,1,2662
-2.562515,3.335303,0.046677,-0.028821,0.020198,0.009688,0.088635,0.050711,0,2663
1.722925,5.826522,0.027979,0.004829,-0.022735,0.006515,-0.049137,0.003133,2,2664
-3.237587,-5.380754,-0.002920,0.020624,-0.048285,0.002382,-0.047992,-0.044503,0,2665
-2.359403,2.924087,0.029846,-0.023834,0.038374,0.031581,0.056741,0.003485,0,2666
-1.747984,2.769282,0.005605,0.007318,-0.007544,-0.073134,0.044778,-0.018002,1,2667
-2.847229,-3.369203,-0.006744,0.015200,0.022930,-0.011018,0.003821,0.051867,1,2668
-1.977582,-1.602014,-0.063405,0.017350,0.029583,0.026707,-0.019475,-0.027353,3,2669
-5.085277,-1.735109,-0.009032,0.020758,-0.007316,0.008221,-0.021662,0.003531,0,2670
-3.168714,2.993343,0.060155,-0.063245,-0.027952,-0.023035,0.009779,-0.007460,0,2671
-4.960559,-2.547486,-0.008419,0.046293,0.017827,0.019306,-0.013704,-0.030764,0,2672
-3.979310,-1.041392,0.000517,-0.027385,-0.014372,0.004232,0.006064,-0.022603,1,2673
2.320134,-1.832751,0.023631,-0.010550,0.000428,0.007018,0.006357,-0.038200,0,2674
-3.569322,2.759115,-0.033337,0.026817,0.005617,0.005095,-0.000155,0.013873,0,2675
-5.265351,0.504321,0.032874,-0.021023,-0.026578,-0.044060,0.034868,0.047267,0,2676
-2.287828,2.970205,0.056015,0.006095,0.027968,-0.015639,-0.052902,-0.003388,0,2677
-3.891392,2.422979,-0.003744,0.039039,0.048690,-0.019016,-0.012170,-0.018183,0,2678
0.348838,-5.158445,-0.006913,0.015712,-0.006623,0.006997,0.018656,0.024845,1,2679
8.864975,6.468561,0.001402,0.007718,0.015152,-0.047852,0.013150,0.025154,3,2680
1.644808,-7.452893,0.041788,0.052816,-0.011060,0.012307,0.054139,0.043017,3,2681
1.101423,-6.787797,-0.036063,0.024433,0.005895,-0.034216,-0.011044,-0.082898,1,2682
-2.540357,-3.753560,0.016157,-0.016904,-0.012280,0.019301,0.025826,0.025424,1,2683
-1.741527,-4.645431,-0.029685,0.044243,0.022033,0.007702,-0.040785,0.000884,1,2684
4.488677,-1.560416,0.038956,0.010024,0.013650,-0.007693,-0.005059,0.040477,2,2685
1.946194,4.754625,-0.005871,-0.046108,0.018601,-0.061798,-0.011250,-0.003211,3,2686
-2.723784,4.811661,0.015775,0.000541,0.046054,0.046319,-0.061578,0.021844,0,2687
0.789876,-3.639670,0.048959,-0.008864,0.013286,0.021139,0.005849,-0.013562,2,2688
2.592833,-3.348327,0.060078,-0.083049,-0.035614,0.081933,0.008437,-0.002965,2,2689
3.494225,1.740712,-0.030273,-0.011858,0.003160,-0.009312,0.031552,0.059338,3,2690
2.074821,0.905025,-0.004032,0.015071,0.019053,0.008788,0.051769,0.057663,0,2691
3.092021,3.159150,-0.059298,-0.044018,-0.018275,0.064846,-0.014226,0.013675,3,2692
2.933635,-1.361542,-0.014866,-0.047468,0.049942,0.001202,-0.021770,-0.004736,3,2693
-0.519369,-4.998915,-0.012239,-0.013455,0.035941,0.048909,0.037678,-0.010148,0,2694
-3.189364,1.740311,-0.017132,0.017532,0.028891,-0.034434,0.024564,0.074419,1,2695
-1.552472,6.773335,0.021038,-0.008931,-0.007373,-0.000092,0.022283,0.006516,2,2696
-1.532343,2.411062,-0.039090,-0.016051,0.021953,0.002169,-0.002699,-0.037846,2,2697
-3.598040,5.068920,0.053132,0.020206,-0.009913,0.011779,0.013957,-0.024326,0,2698
3.322321,-2.926871,-0.056990,0.041959,-0.008740,-0.026322,-0.022640,0.022156,2,2699
-0.340877,-3.294758,-0.027409,0.002912,-0.018325,-0.026240,-0.030076,-0.073503,2,2700
-4.077592,-1.374338,0.002073,-0.002890,0.057725,0.037752,0.016361,-0.002908,1,2701
-7.304592,3.971095,0.013007,0.004967,-0.074106,0.017758,-0.014964,-0.025345,2,2702
2.249381,5.315952,0.042648,0.052530,-0.044574,-0.000448,0.024186,0.042905,2,2703
-4.600217,3.970149,0.026581,-0.008264,-0.022022,-0.032601,0.018061,0.038705,3,2704
0.271955,-4.991309,-0.003697,-0.056886,-0.025584,0.045223,-0.030893,-0.014236,1,2705
1.992691,4.846884,0.024448,-0.018443,-0.040446,-0.006149,-0.002528,-0.007347,2,2706
2.766209,-3.251853,0.007440,0.020129,-0.041110,0.015884,0.016491,-0.058216,2,2707
4.804135,1.892407,-0.057895,0.008684,-0.023931,-0.007298,0.030459,0.007796,2,2708
1.197162,2.578391,0.001163,-0.003292,-0.004954,-0.036898,0.021803,-0.017275,0,2709
-3.493404,-2.556297,-0.021507,-0.029698,0.011636,0.027532,-0.011009,0.005901,1,2710
-2.322354,2.513436,-0.000941,-0.020180,0.001778,0.031920,0.025495,-0.015320,2,2711
2.536294,5.143378,-0.023848,0.017931,0.003195,0.022786,0.017050,-0.000427,2,2712
-1.661084,2.895265,0.005142,0.027519,-0.004919,-0.011796,-0.012115,0.047145,1,2713
3.770048,-2.373037,0.032458,-0.028445,-0.032701,0.043821,-0.019261,-0.073783,2,2714
0.030084,-6.792371,-0.002786,0.020404,0.063778,-0.024161,0.032919,-0.001491,2,2715
-2.577637,3.076792,-0.018227,0.010677,0.003502,0.079786,0.004737,0.005747,0,2716
-0.468449,3.156054,-0.008152,0.041276,0.005914,-0.009138,0.048386,0.002377,0,2717
-2.552865,-3.817068,0.001653,-0.003433,0.004672,0.010130,0.011954,0.011870,1,2718
-2.753516,2.240444,0.041144,-0.031681,0.039534,0.010131,-0.031020,-0.034536,1,2719
-1.872902,2.635195,0.024228,0.004355,0.066006,-0.086009,-0.038102,-0.020440,1,2720
6.829154,-0.120036,0.025976,0.024869,0.006721,0.037662,0.028253,-0.062093,1,2721
-0.382974,2.066436,-0.000992,0.000085,-0.062440,0.015571,-0.035269,-0.037172,1,2722
-3.400188,2.693586,0.000725,0.001963,0.038970,-0.019710,0.009314,-0.037244,0,2723
2.281108,-1.864572,-0.011345,-0.004168,-0.022048,0.016925,-0.042082,-0.017249,2,2724
1.648837,-3.545657,-0.003456,-0.017397,0.004568,0.082955,-0.005899,-0.015269,2,2725
3.218118,0.078376,-0.018160,0.033208,-0.006663,-0.003701,-0.041948,-0.027394,0,2726
2.819938,3.605181,-0.025418,0.004494,0.008780,-0.024784,-0.002478,0.015413,3,2727
4.531726,-1.831174,0.045663,-0.015385,-0.009851,-0.008387,-0.017627,-0.042681,2,2728
0.606887,-3.613228,0.014392,0.011019,-0.000104,0.062428,0.016369,0.019135,2,2729
-3.203894,2.886729,0.025943,-0.031491,-0.005352,0.001305,-0.029069,0.002640,0,2730
2.015257,4.747307,-0.038060,-0.002770,-0.041946,-0.033709,-0.001551,-0.017795,3,2731
-3.863620,0.024512,-0.014756,-0.048786,0.007012,-0.008438,0.042833,-0.026780,1,2732
8.726996,5.895263,-0.019390,-0.028290,-0.008920,0.004898,-0.034480,0.027361,2,2733
-2.074911,2.840474,-0.008340,-0.036983,-0.002749,0.049604,0.022174,-0.025024,0,2734
3.483322,-0.269366,-0.036841,0.038161,0.012570,-0.025186,0.008356,-0.031824,3,2735
-1.813531,3.830137,0.006833,0.022850,-0.018948,0.009388,-0.018516,0.025070,1,2736
-4.053875,-0.308605,0.048127,-0.008770,0.038785,0.012019,-0.054488,0.019472,1,2737
0.987486,-2.114753,0.000215,0.000791,0.019508,0.040331,-0.007390,-0.019638,3,2738
3.287237,2.732048,-0.029540,-0.010466,-0.023727,-0.042431,0.005495,-0.042519,3,2739
2.754579,3.548581,-0.018521,-0.031460,0.005031,0.010019,0.006296,0.032912,3,2740
-3.209871,-2.802266,-0.009550,0.069426,0.061883,-0.045165,-0.004085,-0.005691,1,2741
3.053760,-3.253366,-0.000161,0.012434,-0.030619,-0.002980,0.048377,0.026975,2,2742
-5.290030,-1.285695,0.017113,0.006250,0.021261,0.014349,0.034303,0.010094,1,2743
-2.381478,2.568898,-0.065194,-0.033716,-0.006611,0.028900,0.008665,0.019590,0,2744
-2.066286,-1.535139,-0.019893,0.023947,-0.025464,-0.051320,-0.028883,-0.002282,2,2745
-2.482629,-3.889459,-0.005006,0.003502,-0.017092,0.039518,-0.028153,-0.017862,1,2746
1.669068,2.111685,-0.055106,0.001519,-0.014076,-0.018660,-0.002210,-0.008710,0,2747
-6.837135,-1.113945,-0.027787,0.066189,-0.011793,0.009300,0.049992,0.055893,3,2748
-4.017541,-0.468193,0.009803,-0.034510,0.006891,0.023595,-0.005785,-0.004921,1,2749
4.960220,0.182117,0.064181,0.048889,0.014495,-0.038542,0.024845,-0.030559,2,2750
-3.234126,2.887118,0.019457,-0.057716,-0.054874,-0.005255,0.001039,0.033407,0,2751
2.146518,4.242384,-0.042948,0.010893,0.006369,-0.016613,0.009283,-0.037762,3,2752
1.109179,-5.168342,-0.025730,-0.000029,-0.072700,-0.000130,-0.053974,-0.045441,1,2753
-1.473832,5.774847,0.038992,0.051780,0.023500,-0.005413,0.029460,0.053093,3,2754
-2.744590,-3.591199,-0.025633,0.011503,0.004135,0.027828,0.020902,-0.020809,1,2755
-0.949779,-6.551798,0.022233,-0.033117,-0.028173,-0.013878,-0.036470,0.029836,0,2756
-3.474959,-2.669129,0.021424,-0.022180,-0.066659,0.019086,0.023025,-0.050397,0,2757
-4.866818,4.270739,0.010348,0.031421,0.001060,-0.023591,0.020483,-0.009191,1,2758
3.171589,2.883094,0.034347,0.004491,-0.038916,-0.038901,0.012476,-0.039483,3,2759
0.026293,6.561094,0.076176,0.004684,-0.005432,0.015228,0.030336,0.036778,2,2760
-2.402558,-3.959874,-0.026432,-0.004637,0.004789,-0.008588,-0.029496,-0.050406,3,2761
1.876958,5.677705,-0.004293,-0.018058,-0.025394,0.020176,0.020787,-0.005808,2,2762
-5.886648,2.723394,-0.012254,0.035799,-0.051518,0.014778,0.037913,-0.002580,3,2763
-0.671918,-3.263473,0.021129,0.058924,0.015317,0.010093,0.067613,-0.044852,2,2764
-5.676106,2.694213,-0.055138,0.026479,-0.008387,-0.050739,-0.002964,-0.031449,2,2765
-3.318933,-2.816900,-0.031133,0.048208,0.044285,0.048354,-0.036068,-0.050883,1,2766
-1.787109,2.714927,0.046329,-0.002276,0.005022,0.061234,0.012500,0.027342,1,2767
-3.417762,-2.688580,-0.065170,0.035304,-0.028131,-0.038650,0.009716,-0.013897,1,2768
-1.626052,2.644820,-0.015482,0.036670,0.011417,-0.001994,0.023619,0.025629,1,2769
-3.421190,1.729702,0.064188,0.012623,0.009835,-0.011758,-0.006133,0.060860,1,2770
3.322963,2.736767,0.078356,0.062966,-0.013285,-0.016264,-0.001111,0.031996,3,2771
4.147542,-4.198955,0.015485,-0.039225,-0.030757,-0.041980,0.012246,-0.051959,1,2772
-2.934869,-3.336247,0.034061,-0.002303,0.048490,0.057636,0.028092,-0.020220,1,2773
4.439972,-1.501648,-0.012523,0.005188,0.004530,0.010295,0.037085,0.011362,2,2774
-2.274858,2.293745,0.009169,0.087237,0.057642,-0.074137,0.035872,-0.080174,1,2775
2.593488,3.780813,-0.018571,-0.010310,-0.002379,0.009761,0.021517,0.015372,3,2776
-3.095784,-3.089731,0.057117,0.024101,0.019612,0.004467,-0.021075,-0.037612,1,2777
2.930550,-4.821344,0.032335,0.022543,0.065674,-0.026127,-0.015199,0.008295,1,2778
4.719609,-0.655151,-0.038978,-0.013366,-0.029900,-0.020467,-0.008852,-0.027638,2,2779
6.777375,0.102787,-0.034278,-0.061901,-0.004199,-0.020182,-0.045853,-0.006083,1,2780
-4.041696,-4.221473,0.027239,0.006962,-0.045888,-0.015597,0.023986,-0.023720,0,2781
3.051194,2.909755,0.002810,-0.053643,-0.043663,0.027108,0.022434,0.069931,3,2782
-4.286202,1.644858,0.002292,-0.014348,0.066941,-0.007804,-0.045601,-0.019291,0,2783
-1.565637,2.547116,-0.015935,-0.015563,-0.023056,-0.001712,-0.009375,-0.030416,1,2784
-5.013321,-2.880020,0.027095,0.074293,-0.045808,0.040597,0.035758,-0.008076,1,2785
-6.062771,2.282707,0.013677,0.030832,0.011054,-0.026468,0.034908,0.008652,3,2786
2.385068,4.054677,-0.016327,0.099582,0.003771,-0.010591,0.053761,0.032177,3,2787
-0.420524,-4.872389,0.029046,-0.034464,-0.025576,0.003456,-0.016259,0.025317,1,2788
-3.499974,-2.619519,-0.021497,-0.032603,-0.028495,-0.020164,-0.002314,0.023240,1,2789
1.888575,5.679842,-0.010524,-0.011994,0.019150,0.034521,0.036430,0.017338,2,2790
2.902905,3.567682,0.020863,0.040617,0.018174,-0.041038,0.039279,0.006651,2,2791
2.020059,4.898705,0.037990,0.015953,-0.012651,-0.001931,0.013653,0.040180,3,2792
0.370329,2.915081,-0.043337,-0.069654,-0.005239,0.035344,-0.026489,0.050923,0,2793
2.737123,3.706429,0.051847,-0.002531,0.021329,-0.021830,0.013324,0.018663,3,2794
0.000069,5.660492,-0.046216,0.030588,0.060256,0.034507,0.006162,0.057462,0,2795
3.438381,-2.774518,-0.053427,0.027584,0.032666,-0.008167,-0.022598,-0.041019,2,2796
5.800684,-7.315708,-0.029465,-0.026789,-0.011115,-0.006786,0.009615,0.011356,3,2797
1.946573,1.781202,0.001414,0.031069,-0.026350,-0.000594,0.035335,-0.008197,0,2798
-4.027909,-1.453608,0.001821,0.034388,0.005562,-0.001375,-0.024880,0.030492,1,2799
-0.242554,2.211016,0.019070,0.034089,0.014421,-0.003774,-0.002770,0.019497,1,2800
2.930742,-3.108072,-0.011242,0.042703,0.066586,-0.019835,0.008561,-0.018551,2,2801
2.592435,3.808554,0.023315,-0.009184,-0.034608,0.008068,-0.031498,0.008740,3,2802
1.819704,5.774609,0.014832,0.001776,-0.030023,0.001341,0.011881,-0.013436,2,2803
2.233821,4.255794,0.003368,-0.029147,0.033768,0.012751,-0.032132,0.054941,3,2804
3.503990,4.204487,0.003034,-0.018069,0.052835,0.037639,-0.018792,-0.022388,2,2805
3.018923,-3.115995,0.008136,0.033936,0.005378,0.041199,0.011320,0.022444,2,2806
-2.755860,3.079170,0.028095,-0.009545,0.023362,0.062421,0.043013,0.054977,2,2807
