query_id,history,gaps_days,target_items
1369,171 189 314 345 398 789 930 1106 1399 1675 1782 1945 1957 2020 2227 2249 2338 2360 2438 2519 2855 2946 3240 3621 3681 3686 3813 4011|171 214 314 345 687 1051 1092 1957 2012 2171 2222 2438 2684 2717 3255 3385 3464 3689 3819 3884 4011|314 687 1051 1224 1342 1447 1761 2094 2222 2438 2561 2617 3255 4053 4060|127 144 171 314 345 565 687 737 751 1155 1224 1333 1336 1343 1373 1895 1927 1957 2118 2197 2532 2707 2727 2740 2757 2805 2919 2979 3098 3193 3807 4011|125 171 345 565 849 1224 1281 1499 1727 1839 2034 2118 2227 2432 2757 3364 3459 3557 3681 4011|140 314 328 687 726 895 1373 1595 2033 2094 2360 2509 2684 2805 2979 3255 3392 3421 3467 3689 4027 4060|69 171 345 687 850 1224 1499 1998 2128 2191 2222 2244 2430 2561 2592 2617 2684 2766 2863 3255 3278 3432 3459 3467 3843|94 144 171 345 657 687 1380 1807 2095 2558 2684 2932 2950 3217 3459 3813 4011|58 314 503 532 1118 1382 1496 1894 2072 2131 2222 2281 2493 2537 2757 3164 3176 3193 3232 3681 3975|58 144 171 345 687 1118 1224 1595 2131 2171 2222 2281 2537 2684 2932 3164 3193 3217 3232 3255 3689 4027 4060|94 423 687 1382 1435 1606 1807 1894 1939 2117 2131 2222 2470 2558 2733 2746 3467 3672 3813 4011,0 68 28 45 67 38 44 41 29 81 28,58 171 687 754 1807 2110 2281 2493 2537 2684 2932 3164 3232 3813
1370,483 536 609 630 815 912 1011 1033 1111 1404 1621 1793 1808 1866 1869 2095 2483 2522 2596 2674 2677 2693 2723 2738 2856 2871 2966 3007 3114 3298 3366 3370 3403 3534 3689 3934 4032 4078|36 277 309 347 416 439 444 483 602 609 630 726 754 896 963 973 1011 1021 1062 1070 1105 1159 1404 1469 1486 1528 1536 1540 1621 1709 1717 1774 1807 1810 1866 1890 2107 2178 2203 2379 2400 2408 2413 2465 2522 2531 2574 2575 2596 2655 2693 2740 2856 2927 2930 2932 2964 2966 2991 3052 3078 3089 3141 3298 3370 3403 3449 3487 3534 3619 3629 3767 3873 3883 3890 3908 3934 3965 4032 4078|1340 1603 1724 2141 2274 2913|309 609 630 815 963 973 1011 1062 1528 1536 1866 2400 2522 2677 2693 2740 2966 3390 3403 3965 4032 4078|70 93 176 565 609 630 726 751 791 973 1011 1091 1105 1340 1486 1536 1774 1836 2118 2197 2378 2522 2533 2596 2609 2610 2677 2693 2913 2929 2964 2966 3078 3103 3114 3192 3294 3298 3315 3370 3404 3519 3534 3597 3629 3689 3807 3902 3934 3965 4027 4078|93 353 1272 1527 2031 2396 2531 2693 2949 3269|867 1911 2531|20 630 719 1333 2197 2238 2379 3269 3567 3703 3925 4032|70 519 592 609 951 972 973 1105 1295 1394 1460 1495 1527 1536 1575 1822 2031 2156 2378 2396 2522 2526 2677 2693 3078 3269 3294 3311 3487 3518 3804 3939 3965 3967 4078|139 416 519 522 963 1334 2096 2130 2357 2655 2740 2768 2949 3583 3804 3883 4027|1214 2201 2521 2651 2685 3057 3517 3571 3939|70 973 1626 1905 2521 2906 3710 3804 3939 3965|20 630 1853 1905 2745 2906 3703 3710 4032|70 139 176 280 453 455 536 609 791 800 963 973 1011 1105 1214 1295 1334 1340 1527 1536 1709 1866 1905 2031 2096 2135 2156 2201 2309 2357 2379 2396 2400 2521 2522 2533 2610 2651 2677 2685 2740 2906 2913 3078 3269 3298 3315 3371 3403 3517 3571 3680 3687 3710 3804 3883 3939 3965 3966 4027,0 118 60 48 48 48 22 68 31 65 37 48 21 35,2088
1371,1690|324 453 1070 1105 1334 1347 2576 2735 3580 3807 3957|1568 2651 3806 3935|1568 2651 3806 3935|1568 2651 3806 3935|2651|1568 2651 3806 3935|340 439 973 1105 2309 2636 2906 3052 3075 3131 3406 3502 3687,0 351 209 0 90 27 0 13,973 2906
1372,439 476 977 1479 1510 1557 1761 2270 2813 2828 3491|476 973 1105 1380 2564 2927|439 1980 3984|285 1254 1842 2342 3217 3298 3364|179 212 245 482 1105 1254 3364 3390 3514 3913|179 278 531 1268 2096 2559 2617 2745 2871 3034 3087 3159 3298 3331|161 795 1148 1155 1800 2066 2183 2513 2617 2871 3087 3220 3404 3680 3723 3952|161 179 477 896 914 975 1941 2909 3230|630 714 939 1105 1379 2379 2581|2130,0 32 100 70 54 240 23 20 4 4,914 2309 2521 3298 3472
1373,168 457 565 578 717 884 1355 1403 1427 1566 1619 1761 1834 1841 1846 2404 3307 3490 3546 3587 3807|260 281 554 997 1022 1083 1334 1347 1394 1482 1761 1895 1938 1965 2047 2123 2184 2304 2416 2523 2731 2758 3039 3048 3243 3516 4047 4056,0 6,260 413 554 1479 1486 1619 1694 1761 1945 2053 2436 2693 2804 3243 3491 3601 3686 4078
1374,171 384 2848 3102 3553|171|2848|345 511 1959 2107 2293 3065 3090|2293 2438 2922 3000,0 121 9 147 82,171
1375,147 175 316 409 452 600 611 692 758 853 951 1447 1834 2614 2672 2740 3006 3235 3312 3490 3530 3554 3562 3825 4018|388 526 600 611 800 1070 1184 1250 1265 1511 1690 1707 2252 2304 2331 2413 2531 2574 2672 2714 2984 3026 3052 3235 3296 3366 3401 3438 3520 3530 3577 3580 3639 3721 3780 3825 3876 3985 4018 4064|558 611 1511 1582 2643 3026 3448 4018|103 437 526 800 827 1265 1921 2469 2996 3296 3639 3780 3876|103 147 158 559 600 611 637 759 938 1130 1265 1335 1397 1423 1511 1559 1582 1690 1764 1834 2106 2196 2252 2363 2596 2669 3026 3159 3197 3235 3264 3296 3401 3438 3448 3530 3577 3721 3753 3780 3976 3985 4018|25 126 180 195 245 273 317 388 412 455 467 540 571 595 600 641 642 653 759 808 853 930 937 975 1012 1103 1106 1127 1224 1247 1265 1334 1340 1361 1450 1483 1511 1536 1572 1582 1586 1647 1653 1685 1945 1949 1959 2017 2079 2103 2153 2160 2167 2196 2257 2274 2277 2304 2350 2362 2435 2438 2553 2612 2614 2714 2750 2757 2784 2966 2984 2996 3032 3084 3093 3139 3202 3284 3288 3401 3403 3438 3491 3525 3556 3575 3588 3616 3648 3667 3669 3716 3720 3744 3757 3773 3825 3845 3876 3976 4018 4060 4064|63 104 180 205 412 424 467 600 611 642 759 763 953 1117 1184 1276 1331 1382 1397 1470 1511 1582 1586 1603 1866 1921 2103 2147 2281 2282 2357 2421 2435 2512 2522 2548 2560 2785 2794 2909 2996 3138 3224 3296 3401 3438 3448 3498 3521 3784 3825 3833 3976 3984 4018 4069|82 103 180 282 424 437 611 692 800 853 924 1162 1209 1345 1771 1774 1847 1850 1932 1946 2103 2188 2304 2350 2636 2831 2909 2927 2996 3312 3555 3607 3636 3721 3825 3876 3976 3996 4018|611 1112 1265 1511 1535 1575 1582 1724 1882 2255 2869 2913 2996 3026 3296 3521 3708 3753 3976 4018|25 340 600 611 705 752 759 763 800 903 1070 1105 1326 1334 1340 1460 1511 1535 1586 1743 1861 2096 2413 2435 2552 2574 3141 3296 3382 3480 3580 3876 3976 3984 4018 4064,0 129 45 0 66 35 55 37 165 77,25 63 70 104 323 340 374 453 651 705 743 763 807 835 896 901 924 1070 1133 1193 1265 1340 1511 1535 1586 1636 1817 1850 2135 2175 2236 2241 2278 2474 2843 2927 3052 3131 3141 3174 3182 3315 3369 3371 3382 3458 3502 3520 3560 3753 3863 3976 4015 4018 4069
1376,8 18 180 214 218 365 478 520 543 665 978 1045 1126 1262 1271 1323 1368 1506 1538 1569 1577 1671 1712 1718 1824 1854 1859 2003 2012 2050 2053 2109 2249 2270 2292 2293 2461 2528 2608 2617 2663 2686 2803 2855 2872 2900 2960 3014 3599 3639 3995|77 240 279 292 294 299 313 345 409 600 677 685 716 783 837 838 885 1010 1100 1213 1280 1355 1368 1380 1437 1493 1506 1710 1712 1722 1828 1964 2003 2033 2079 2083 2153 2176 2247 2249 2293 2348 2360 2388 2416 2419 2437 2443 2554 2724 2756 2784 2796 2948 3014 3093 3148 3175 3186 3202 3344 3361 3514 3667 3681 3708 4032,0 50,77 214 259 615 788 803 837 1054 1355 1429 1712 1818 1828 1964 2236 2353 2416 2419 2740 2908 2916 2948 2953 3178 3285 3361 3369 3412 3473 3580 3664 4027 4032 4045
1377,329 410 435 453 561 653 877 879 975 1030 1180 1235 1373 1374 1479 1518 1523 1575 1595 1725 1856 1977 2408 2446 2567 2656 2936 3080 3219 3283 3299 3315 3330 3364 3413 3453 3494 3496 3518 3606 3646 3863 3914 3953 3984|153 160 240 609 688 1314 1479 1653 1955 2089 2095 2306 2522 2677 2769 3040 3088 3492 3898|63 106 150 153 160 309 389 534 717 751 759 800 816 923 1062 1184 1225 1330 1438 1452 1525 1567 1575 1653 2116 2120 2356 2373 2400 2404 2553 2591 2654 2785 2876 3054 3088 3129 3251 3307 3343 3403 3518 3557 3641 3692 3876|23 37 68 168 384 488 1011 1134 1166 1200 1403 2107 2512 2516 2523 2538 2544 2703 2819 2966 3140 3375 3403 3617 3735 3908 4069 4071,0 150 13 11,453 622 1138 1323 1373 1595 1725 1827 1941 2531 3095 3315 3984
1378,185 214 370 497 511 913 1089 1123 1126 1433 1515 1934 2148 2293 2556 3114 3326 3370 3465 3565 3910|370|314 370 497 667 775 852 879 977 1213 1222 1468 1869 2430 2438 2739 2872 3146 3164 3390 3910|314 370 488 526 559 759 775 1130 1468 1500 2522 2541 2928 3326 3332 3365 3445 3614 4052|158 408 552 637 1222 1515 1559 1764 1828 2074 2281 2438 2596 2703 3404 3412 3445 3729 3755|77 240 256 485 600 609 763 1106 1159 1380 1438 1441 1781 1834 2061 2252 2438 2514 2515 2522 2556 2677 2812 2916 3059 3159 3161 3175 3293 3361 3530 3580 3624|408 452 882 1039 1128 1594 1662 1830 1936 1980 2074 2155 2374 2438 2453 2455 2916 3147 3175 3260 3542 3587 3755 3846|35 77 89 93 240 408 452 495 600 763 1039 1438 1662 1774 1828 1830 1936 1973 2005 2252 2353 2379 2382 2453 2674 2769 2812 2916 2927 3059 3159 3175 3293 3361 3412 3423 3530 3542 3580 3587 3624 3689 3699 3755 4009|63 408 452 602 642 1128 1225 1235 1276 1324 1660 1712 1781 1828 1834 2074 2252 2277 2453 2797 2812 3059 3159 3375 3412 3530 3755 4009|63 77 565 1106 1131 1225 1276 1781 1830 2197 2317 2438 2916 3293 3375 3404 3461|35 63 77 89 234 240 408 452 565 642 985 1039 1168 1225 1324 1594 1662 1712 1774 1781 1826 1830 1834 1898 1936 1973 1994 2170 2277 2317 2353 2382 2438 2453 2674 2769 2805 2921 2927 3059 3147 3175 3375 3404 3634 3689 3699|240 408 565 1834 2805 3175 3423|2453|28 140 197 315 495 779 853 913 1839 1919 1934 2167 2327 2400 2438 2522 2717 2784 3268 3385 3404 3594 3920 4017|315 388 554 913 1433 1541 1582 1721 1866 1934 2150 2167 2400 3377 3379 3404 3448 3887 3910|245 453 481 503 565 630 853 904 1511 1798 1809 2306 2349 2438 2576 2853 2952 3266 3315 3327 3341 3379 3404 3805 3829,0 43 29 7 22 33 37 19 5 21 7 6 0 126 69 99,17 125 223 610 1075 1535 2576 2927 3176 3258 3327 3404 3569 4017
1379,32 190 361 408 455 510 529 605 661 705 775 815 937 963 964 1268 1403 1426 1495 1535 1610 1761 1781 1834 2047 2080 2121 2128 2150 2167 2217 2245 2260 2336 2379 2380 2446 2503 2581 2743 3006 3258 3285 3333 3392 3400 3404 3797 3815 3823 3863 4040|2927|36 202 234 481 609 667 705 708 846 904 1007 1228 1265 1401 1586 1781 1836 2089 2112 2306 2364 2379 2432 2435 2439 2446 2522 2677 2793 2952 3174 3266 3369 3449 3890,0 0 90,7 121 233 299 462 651 705 751 1112 1228 1343 1503 1506 1690 1929 1975 2118 2167 2183 2244 2329 2380 2432 2521 2737 2758 2809 2938 2976 3014 3061 3174 3182 3187 3295 3815 3900 3903
1380,425 660 1014 1128 2079 2602 2746 2833 2933 3100 3221 3354 3852 3884 4076|409 936 1011 1128 1280 1437 1669 2346 2602 2833 2836 2862 2966 3523 3805 3852|82 136 340 529 745 781 936 1011 1209 1262 1269 1345 1410 1519 1771 1916 1946 2109 2374 2602 2617 2757 2836 2919 2966 3052 3159 3221 3262 3397 3484 3617 3625|1262 1633 1844 2455,0 115 166 14,212 582 709 1325 1345 1450 1844 2966 3371 3617
1381,25 70 93 235 253 273 286 314 324 422 455 536 600 641 667 696 697 722 800 813 874 883 907 913 928 968 975 1007 1051 1224 1247 1380 1400 1456 1460 1506 1511 1525 1572 1612 1690 1712 1766 1807 1834 1860 1871 1896 1900 1929 1939 1945 1958 1964 1996 2014 2020 2026 2036 2089 2110 2150 2167 2193 2222 2252 2274 2281 2317 2400 2419 2438 2470 2552 2596 2609 2666 2680 2684 2732 2739 2752 2757 2805 2812 2903 2913 2932 2973 3007 3014 3139 3143 3164 3293 3448 3494 3527 3556 3619 3624 3672 3686 3709 3735 3736 3739 3829 3866 3876 3897 3899 3908 3922 3953 3965 3987 4008 4038|1051 1830 1939 2274 2438 2470 2679 2732 2805 3515 3619 3953|1690 1834 2001 2438 2679 2919 3664 3739 3829 4045|32 234 455 473 532 557 953 970 1126 1506 1511 1536 1813 1834 1871 2026 2039 2253 2281 2293 2341 2438 2680 2732 2746 2919 3014 3164 3213 3378 3574 3620 3717 3730 4038 4066|324 531 970 1075 2488 2580 3696 4034 4069,0 38 82 126 192,1311 2438 2474 2580 3375 4034
1382,51 101 245 276 277 299 358 408 1072 1160 1404 1621 1837 1921 1941 2169 2267 2416 2576 2779 2790 2846 3072 3084 3635 3755 3908|299|276 299 315 1028 1080 1102 1916 2929 3296 3407 3831 3908 3995|5 23 217 324 358 385 391 395 476 525 642 715 721 738 781 820 881 962 1088 1152 1162 1185 1223 1260 1265 1375 1390 1484 1521 1834 1837 1945 1958 1978 2005 2010 2014 2042 2153 2291 2458 2573 2612 2644 2736 3072 3084 3139 3141 3262 3288 3312 3377 3455 3483 3520 3554 3564 3736 3909 3920 3947|32 758 849 1357 1380 1761 2429 2498 2552 3064 3284 3373 3494 3621 3888 3995 4032|217 385 820 1260 1945 1958 2014 2291 3377|315 630 657 870 1091 1475 2254 2429 2531 2643 2844 3494 3567 3621 3657 3749 3908 3995|137 176 245 315 409 626 1921 1941 2095 2547 2609 2674 3908 3995|401 411 630 870 1054 1091 1479 1646 1758 2379 2429 2522 2531 2844 3264 3494 3498 3567 3865|412 437 823 958 1028 1511 1548 1761 2345 2784 2950 3032 3296 3344 3764 3792 3976|23 217 324 385 721 738 820 1260 1837 1945 1958 2014 2291 2573 3139 3377|23 217 324 385 721 738 820 1260 1837 1945 1958 2014 2291 2573 3139 3377|512 630 751 816 874 976 1091 1654 1846 2357 2522 2576 2600 2844 3090 3192 3976|27 127 719 737 751 1155 1268 1448 1511 1837 2118 2296 2451 2576 2715 3072 3098 3243 3296 3307 3344 3620 3807 3957 3976 4032|2576 3222|874 1036 1242 1654 1846 2576 2844 3090|353|27 125 245 260 299 315 466 630 751 823 902 1005 1083 1251 1394 1511 1548 1805 1921 2118 2296 2416 2576 2779 3243 3307 3807 3908 3957|245 262 565 609 611 630 657 979 1091 1160 1251 1429 1647 1689 1758 1761 2089 2103 2246 2350 2365 2407 2522 2531 2543 2677 2740 2757 2895 3329 3481 3498 3536 3749 3934 3938 3994 4009|5 32 46 434 709 849 889 1074 1151 1162 1184 1295 1312 1761 2031 2039 2042 2112 2357 2396 2431 2644 2715 3064 3243 3311 3312 3339 3574 3680 3920|657 1721 1932 1952 2531 2844 2892 3976 3995|247 288 617 622 808 843 1088 1151 1226 1355 1511 1521 2416 3075 3311 3750 3831|512 630 657 1091 2072 2409 2531 2779 2844 2892 3481 3629 3995|581 617 1226 1355 2031 2396 2416 2736 3483 3750|106 950 1036 2254 2522 2531 2779 2786 2819 2895 3016 3065 3567 3686 3749|106 675 950 1036 1837 1846 2819 3065 3222 3622 3950 4056|54 566 943 1036 1285 1344 1984 2480 2576 2730 2819 2888|2 106 751 1036 1047 1206 2118 2339 2576 2892 3307 3629 3807|640 751 836 1047 1387 1560 1846 2118 2404 2892 3307 3807,0 84 37 0 21 2 31 2 30 15 60 0 9 5 16 18 0 16 0 122 36 57 19 11 15 15 27 28 14,2 1036 2118 2819 3307 3807 3920 3995
1383,18 125 195 756 801 871 1056 1234 1327 1355 1597 1658 1660 1690 1834 2053 2379 2438 2458 2523 2741 2810 2844 3519 3530|726 985 1324 1576 1597 2063 2438 2844 3014 3269 3367 3622 3672 4018|47 147 213 292 388 811 985 1201 1213 1296 1325 1506 1597 1864 1949 2001 2274 2438 2503 2614 3617 3656 4076|273 493 791 811 1046 1102 1506 2167 2258 2581 2662 2844 3014 3072 3282 3404 3681 3939 4032|5 192 194 437 453 466 751 756 801 1036 1102 1334 1387 1660 1690 1746 1758 1793 2100 2116 2118 2238 2296 2432 2452 2459 2576 2790 2812 2871 2997 3000 3090 3099 3264 3329 3369 3636 3705 3735 3780 3916 4013 4018|1894 3176 3232|529 871 908 1160 1331 1479 1846 2400 2404 2512 2523 2576 2588 2922 2927 2964 3140 3307 3375 3404 3481|3075|384 597 744 990 1391 1883 1912 2216 2258 2404 2438 2523 3090 3541 3721|86 139 531 571 1160 1296 1331 2096 2160 2210 2438 2588 2681 3491 3551 3629 3995 4013|199 333 456 507 770 1203 1213 1506 1804 1838 1894 1921 2110 2222 2293 2311 2437 2438 2598 2610 2793 2899 3014 3093 3176 3381 3421 3515 3636 3849 4013|103 139 315 687 845 1160 1227 1296 1676 1869 2025 2096 2210 2378 2571 2603 2810 2898 3014 3404 3440 3541 3929 3995 4013 4018|118 337 421 554 580 795 1296 1417 1635 1838 2007 2291 2478 2799 3205 3398 3600,0 83 79 141 39 0 7 0 14 193 10 66 63,33 129 224 323 345 384 466 481 506 600 602 604 648 687 751 756 833 857 958 1047 1081 1112 1168 1170 1265 1300 1387 1394 1468 1479 1575 1597 1610 1667 1682 1771 1809 1846 2103 2118 2124 2183 2207 2283 2297 2404 2409 2417 2432 2463 2523 2576 2636 2650 2661 2681 2691 2768 2805 2830 2843 2844 2949 2986 3136 3162 3224 3258 3274 3295 3296 3307 3320 3343 3344 3394 3404 3454 3473 3518 3608 3629 3656 3705 3721 3813 3881 3915 3922 3980 4062
1384,214 853 1066 1154 1484 2053 2404 2437 2741 3284 3293 3721|384 716 811 1123 1597 1757 1901 2015 2053 2352 2481 3178 3533 3719 3721|238 853 2053 2059 2170 2270 2302 2437 2498 3034 3081 3284 3622 3711 3735 4057|798 2059 2258 2437 3088 3672 4011|1078 2059 2258 2437 2523 2819 2964 3247 3721 3829 3976,0 45 125 63 125,384 565 716 798 924 1036 1610 1850 2222 2437 2466 2614 2819 3078 3096 3225 3459
1385,214 253 366 733 1576 1921 1995 2012 2063 2123 2131 2523 3117 3388 3446 3631 3654 3739|89 155 891 1043 1051 1218 1256 1310 1413 1456 1828 1921 1973 2222 2317 2382 2405 2558 2613 2675 2692 2769 2921 2935 2937 3040 3183 3196 3412 3468 3699 3729 3733 3735 3790|30 262 368 441 533 608 660 1051 1097 1256 1310 1457 1597 1828 1921 2079 2110 2131 2222 2337 2405 2438 2558 2561 2607 2647 2684 2692 2746 2783 2937 2961 3088 3175 3412 3591 3627 3790 3910 3953|159 289 368 441 803 1260 1484 1758 1957 2238 2491 2607 2895 2961 2964 2979 3329 3404 3412 3481 3498 3567 3627 3749 3790 3964|238 289 441 512 630 660 752 803 928 961 1067 1251 1441 1757 1758 1828 1858 1957 2238 2386 2647 2746 2895 2964 2969 2979 3329 3404 3412 3481 3498 3536 3567 3588 3591 3733 3735 3749 3948 3964|30 71 115 210 441 533 546 630 754 819 853 937 976 1004 1054 1067 1224 1251 1712 1828 1837 1921 2132 2254 2274 2353 2394 2453 2725 2740 2932 2961 2964 2979 3054 3059 3072 3134 3145 3329 3404 3412 3481 3519 3690 3783 4038|153 384 441 512 871 891 1036 1225 1251 1256 1330 1441 1756 1828 1837 1846 1957 2132 2254 2405 2692 2783 2797 2805 2919 2935 2961 2979 3072 3251 3329 3412 3481 3498 3567 3588 3749 3790 3964 4047 4069|4 30 63 262 324 630 743 754 803 808 895 963 1004 1054 1225 1347 1712 1807 2079 2255 2313 2353 2386 2414 2740 2797 2932 2964 2979 3175 3251 3361 3404 3536 3588 3708 3976|52 153 240 289 324 381 385 441 600 630 705 752 808 880 1218 1334 1438 1499 1523 1575 1690 1712 1743 1828 2313 2531 2740 2797 2964 3040 3088 3175 3251 3361 3404 3412 3518 3580 3587 3861 4047|153 240 871 1203 1218 1251 1330 1441 2079 2636 3040 3175 3251,0 126 21 6 35 13 48 49 21 113,871 1203 1251 1499 2029 2694 2949 3258 3269 3459 3481 3498
1386,685 1123 2458 3162 3912|1761|260 874 1567 1761 2357 2432 2522 2715 3243 3705,0 10 96,1761 2357
1387,105 203 277 329 387 462 678 733 772 853 877 951 966 1037 1256 1385 1452 1632 1650 1658 1752 1813 1843 1899 1996 2022 2028 2063 2100 2245 2254 2277 2330 2541 2548 2721 2871 2972 3001 3189 3219 3332 3413 3426 3515 3672 3704 3866 3903 3909 4065|23 85 88 152 207 378 385 497 554 595 619 785 923 961 979 1051 1142 1452 1558 1625 1650 1675 1689 1752 1782 1819 1828 1871 1882 2014 2126 2291 2353 2544 2548 2892 2961 3187 3329 3377 3412 3426 3441 3455 3480 3515 3521 3561 3567 3621 3686 3711 3724 3749 3887 4001 4065|63 280 560 756 961 1036 1117 1761 1846 1882 1978 2523 2819 3126 3367 3374 3591 4001 4069|238 340 439 619 781 794 1225 1250 1251 1658 1675 1758 2105 2543 2840 3262 3329 3455 3567 3749|493 600 979 1438 2252 2543 2786 2895 3329 3455 3530 3536 3567 3749 3797|235 756 1224 2001 2245 2404 2872 3219 3598|23 63 871 979 1225 1251 1446 1452 1834 2543 2544 2844 2892 2895 3224 3329 3536 3749 4069|16 185 214 411 413 493 507 523 687 1096 1355 1585 1638 2543 2684 2729 2806 3014 3069 3224 3707 3761 4001 4032 4069|14 314 316 371 441 756 853 924 1083 1117 1174 1201 1340 1394 1447 1468 1689 1697 1757 1847 1857 2081 2110 2132 2254 2426 2608 2684 2805 2817 2874 2919 3069 3090 3171 3224 3273 3389 3401 3438 3534 3536 3554 3775|560 1446 1597 1689 1932 2103 2266 2543 2671 2844 2895 3224 3584|808 961 979 1446 1689 1758 2191 2766 2844 2895 3090 3536 3567 3629 3707 3749|16 519 808 961 1009 1251 1446 1758 2145 2452 2523 2596 3117 3455 3481 3567 3584 3591 3629 3689 3749 3883,0 251 52 20 12 0 6 11 12 19 23 7,304 541 916 1136 1758 2191 2766 2780 2895 2943 3021 3230 3333 3432 3749 4001
1388,345 852 1456 1997 2027 2110 2131 2222 2416 2558 2598 2948 3997 4060|660 1118 1218 1310 2110 2512 2558 2598 2684 2746 2927 3040,0 113,144 253 1116 1606 1698 2110 2416 2558 2598 2613 2684 3064 3212 3344 3556 3707
1389,294 415 539 563 575 843 1761 1772 2417 2715 2783 3154 3243 3274 3608 3789 4013|294 539 2131 2548 3339 4013,0 42,294 2684 4013
1390,1043 1355 1828 2853 3412 3561 3761|479 535 634 687 853 871 913 1275 1282 1755 1772 1965 2167 2377 2570 2683 2689 2729 2872 2889 2961 3110 3145 3152 3242 3761 3984 4032 4051|913 1965 2167 2570 2689 2872 2889 2961 3145 3152 4051|479 1043 1828 2169 3152 3412|93 456 489 787 853 1043 1180 1382 1415 1450 1757 2156 2451 2683 2873 2909 2932 3152 3412 3620 3708 3827 3851,0 68 22 35 4,665 2329 3034
1391,58 88 408 652 698 874 1055 1186 1219 1295 1298 1521 1684 1846 2003 2039 2313 2515 2598 2679 2699 2732 2900 3091 3114 3232 3480 3490 3849 3948 3990 3995 4040|282 1219 1295 1468 1979 2783 2843 3681 3708 3789 3995,0 6,2 58 138 234 242 409 457 984 1047 1095 1294 1295 1387 1449 1458 1749 1846 2039 2313 2332 2387 2432 2509 2513 2515 2517 2691 2920 3075 3258 3370 3400 3451 3557 3807 3838 3844 3995 4027
1392,277 705 714 997 1235 1479 1508 1621 1690 2100 2871 3230 3508|536 754 800 913 1373 1557 1585 1807 1900 1915 1934 2167 2400 2916 2929 2932 3231 3876|286 800 913 1479 1934 2167 2379 2400 2927 3231 3876|235 324 642 913 1253 1254 1331 1523 1575 1717 1834 1934 2013 2167 2400 3231 3235 3518 3761 3827 3876 3953|536 688 800 1007 1254 1585 1706 1934 2089 2122 2167 3020 3063 3149 3231 3331 3876 3993|190 536 544 626 800 913 1361 1615 1915 1934 2400 2610 2929 3020 3231 3672 3876|190 216 235 536 800 845 913 1725 1915 1934 2167 2314 2400 2425 2739 3020 3095 3118 3149 3231 3876|176 235 536 688 714 997 1007 1022 1246 1808 1915 2089 2100 2609 2610 2681 2916 2929 3063 3088 3114 3331 3370 3767 3780 3825 3934|1218 3040 3088 3293 3624|240 536 601 713 1218 1915 1964 2079 2463 2538 2610 3040 3063 3088 3175 3932|190 435 601 714 766 800 1046 1254 1331 1373 1523 1575 1585 1717 1934 2167 2211 2400 2754 2771 2876 3231 3277 3518 3876|190 235 489 536 800 913 1915 1934 2167 2400 3088 3220 3231 3773 3876|162 235 688 800 1007 1246 1585 1717 1915 1934 2089 2167 2610 3231 3331 3342 3876|162 404 531 913 1915 2025 2096 2167 2400 2857 2929 3672|4 381 393 536 621 800 1180 1571 1915 1934 2025 2147 2540 3149 3231 3237 3713 3827 3876|176 536 626 1180 1246 1915 2122 2610 2660 2929 3020 3063 3149 3220 3538 3672 3993|162 190 536 1180 1218 1915 2096 2167 2857 3020 3088 3231 3672 3876|162 190 800 913 1915 1934 2096 2167 2400 2857 2898 3231|160 216 536 800 845 1537 1571 1915 2096 2122 2167 2596 2670 2739 2929 3205 3231 3251 3643 3876 3993|162 176 536 800 913 1537 1915 1934 2025 2096 2122 2167 2610 2857 2929 3020 3063 3149 3205 3220 3231 3643 3672 3876 3993|190 374 531 688 800 1007 1479 1934 2079 2089 2096 2318 2400 2709 3020 3331 3508,0 61 43 28 48 50 12 62 42 19 2 78 60 27 16 27 15 34 6 33 14,176 536 626 708 1218 1537 1915 2122 2929 3020 3063 3220 3643 3672 3871
1393,754 2932|754 2932|158 510 637 752 1423 1559 1764 1861 2363 2844 3187 3197|1882 2844 3187|510|510|510 2844|510 2844|2394|510 2844|2844|510 2844|2844|510 754 2844|2932,0 56 55 46 1 0 10 38 11 14 50 33 6 35 0,510
1394,140 370 376 488 775 891 1051 1146 1247 1310 1456 2110 2131 2489 2598 2644 2967 2991 3012 3064 3139 3178 3326 3516 3805 3995|314 315 710 968 1055 1441 1761 2066 2416 2524 2576 2686 2689 2779 2796 2805 2889 2919 2948 3021 3064 3344 3461 3556 3705 3919 3920 3937 4051|681 968 1404 1499 1638 1938 2553 2687 2805 2883 2919 3048 3344 3459 3461 3657|100 115 171 457 505 517 819 968 989 1010 1291 1298 1441 1638 1682 2416 2919 2948 3134 3178 3461 3942|91 197 301 361 513 517 579 711 779 1317 1613 1693 2047 2121 2128 2191 2244 2266 2487 2643 2766 2863 3180 3222 3278 3279 3396 3594 3654 3843 3920 4006,0 160 35 13 113,255 384 700 822 1036 1073 1387 1846 2065 2197 2491 2545 3556 3948
